Date,Stock_Price,Strike_Price,Time_to_Maturity_Years,Risk_Free_Rate,Volatility,Call_Price,Put_Price,Delta_Call,Delta_Put,Gamma,Vega,Theta_Call,Theta_Put,Rho_Call,Rho_Put
2024-05-29,31.31904602050781,32.8849983215332,0.2465753424657534,0.0657,0.2772642375962316,1.4161431128937902,2.102133816467962,0.4647267650182032,-0.5352732349817968,0.0921575381355417,6.180041850368662,-4.919858674731113,-1.3993046350820952,3.239668560248146,-4.651984330621383
2024-05-31,32.1818733215332,33.79096698760986,0.2465753424657534,0.0657,0.2772642375962316,1.4551572942058186,2.1600467696936008,0.4647267650182032,-0.5352732349817968,0.08968670497104,6.350299553189047,-5.05539883067855,-1.4378549230062427,3.3289201446746115,-4.780144654590835
2024-06-03,32.007652282714844,33.60803489685059,0.2465753424657534,0.0657,0.2772642375962316,1.44727959818397,2.148353056641156,0.4647267650182029,-0.535273234981797,0.0901748791979479,6.315921324988636,-5.028030727301776,-1.430070895772853,3.3108985733399003,-4.754266677907995
2024-06-04,31.650903701782227,33.23344888687134,0.2465753424657534,0.0657,0.2772642375962316,1.431148613683627,2.1244080981815507,0.4647267650182036,-0.5352732349817964,0.0911912722997925,6.245525784882481,-4.971989665276771,-1.4141317147859551,3.2739961989571174,-4.701276915468124
2024-06-05,31.692386627197266,33.27700595855713,0.2465753424657534,0.0657,0.2772642375962316,1.4330243336238428,2.127192431403703,0.4647267650182029,-0.535273234981797,0.0910719098550573,6.253711417834798,-4.978506151453351,-1.4159851317058672,3.278287227782392,-4.707438594814708
2024-06-06,31.84171867370605,33.43380460739136,0.2465753424657534,0.0657,0.2772642375962316,1.4397766321791463,2.137215595731341,0.4647267650182032,-0.5352732349817968,0.0906447986548899,6.283178416811116,-5.00196448297311,-1.4226571428747028,3.2937342607410365,-4.729619677213051
2024-06-07,30.64703369140625,32.179385375976565,0.2465753424657534,0.0657,0.2772642375962316,1.3857569500772795,2.0570283607921205,0.4647267650182032,-0.5352732349817968,0.0941783210429621,6.0474367794769135,-4.814293336480016,-1.3692797752466963,3.170155037605602,-4.552166768396858
2024-06-10,31.111631393432617,32.66721296310425,0.2465753424657534,0.0657,0.2772642375962316,1.406764513192714,2.088212150357208,0.4647267650182032,-0.5352732349817968,0.0927719328345154,6.139113685607067,-4.887276243848199,-1.3900375504825164,3.218213416121754,-4.621175933888493
2024-06-11,31.24437713623047,32.806595993041995,0.2465753424657534,0.0657,0.2772642375962316,1.4127668342501956,2.097122042272332,0.4647267650182032,-0.5352732349817968,0.0923777793815209,6.165307786328137,-4.908129059537732,-1.3959685016699446,3.231944747822196,-4.640893364459268
2024-06-12,30.56451797485352,32.09274387359619,0.2465753424657534,0.0657,0.2772642375962316,1.3820258637719969,2.051489907352572,0.4647267650182032,-0.5352732349817968,0.0944325763742906,6.031154336478007,-4.801331074998048,-1.3655930529702984,3.161619542224701,-4.539910270539868
2024-06-13,30.25733757019043,31.77020444869996,0.2465753424657534,0.0657,0.2772642375962316,1.3681361873688704,2.0308719640098616,0.4647267650182032,-0.5352732349817968,0.0953912805879955,5.97053985431313,-4.753076598230157,-1.351868530078701,3.12984454184124,-4.494283132719931
2024-06-14,29.591779708862305,31.07136869430542,0.2465753424657534,0.0657,0.2772642375962316,1.33804187412143,1.98619973209712,0.4647267650182032,-0.5352732349817968,0.0975367553557224,5.839208413561187,-4.648525181962671,-1.3221320496104922,3.0609986747941127,-4.395424286891967
2024-06-17,29.70270538330078,31.187840652465823,0.2465753424657534,0.0657,0.2772642375962316,1.3430575642480136,1.99364506140884,0.4647267650182032,-0.5352732349817968,0.0971725013178913,5.861096861563762,-4.66595031813314,-1.3270881012823637,3.072472920202716,-4.411900666760419
2024-06-18,30.632783889770508,32.164423084259035,0.2465753424657534,0.0657,0.2772642375962316,1.3851126214335103,2.056071914357677,0.4647267650182032,-0.5352732349817968,0.0942221310472398,6.044624932321331,-4.81205485801088,-1.3686431079144663,3.16868102609456,-4.550050169638372
2024-06-19,30.658382415771484,32.19130153656006,0.2465753424657534,0.0657,0.2772642375962316,1.3862701016541017,2.057790086971334,0.4647267650182032,-0.5352732349817968,0.094143459327422,6.0496761705324245,-4.8160760893767325,-1.3697868252569734,3.171328959234661,-4.55385245473242
2024-06-20,31.144750595092773,32.70198812484741,0.2465753424657534,0.0657,0.2772642375962316,1.408262053357408,2.0904351105884587,0.4647267650182036,-0.5352732349817964,0.0926732795368251,6.145648943806712,-4.8924788860832535,-1.391517284327633,3.221639294301081,-4.626095304902053
2024-06-21,31.306873321533203,32.87221698760987,0.2465753424657534,0.0657,0.2772642375962316,1.4155927039251726,2.1013167851275014,0.4647267650182029,-0.535273234981797,0.0921933707132138,6.1776398682314735,-4.917946484985425,-1.3987607706845164,3.2384094059898825,-4.650176254958604
2024-06-24,31.622589111328125,33.20371856689453,0.2465753424657534,0.0657,0.2772642375962316,1.429868322060452,2.122507623369703,0.4647267650182036,-0.5352732349817964,0.0912729241695703,6.239938598291043,-4.967541771705049,-1.4128666463149382,3.2710673138170527,-4.697071198888053
2024-06-25,31.59698867797852,33.176838111877444,0.2465753424657534,0.0657,0.2772642375962316,1.428710755595894,2.12078932273484,0.4647267650182032,-0.5352732349817968,0.0913468750905154,6.2348869837117045,-4.963520240716861,-1.4117228437539402,3.268419183379197,-4.693268630485381
2024-06-26,31.648191452026367,33.23060102462769,0.2465753424657534,0.0657,0.2772642375962316,1.4310259747689642,2.1242260520257794,0.4647267650182032,-0.5352732349817968,0.0911990873911037,6.2449905892386255,-4.971563602315571,-1.4140105340944222,3.2737156415526574,-4.700874050599358
2024-06-27,32.17721939086914,33.7860803604126,0.2465753424657534,0.0657,0.2772642375962316,1.4549468589373422,2.159734397949517,0.4647267650182032,-0.5352732349817968,0.0896996767477916,6.349381214672165,-5.054667752179729,-1.437646989892785,3.3284387381578213,-4.779453381538941
2024-06-28,32.46733474731445,34.090701484680174,0.2465753424657534,0.0657,0.2772642375962316,1.4680649106080654,2.179206935556856,0.4647267650182036,-0.5352732349817964,0.0888981556529666,6.406628330152396,-5.100241507911165,-1.4506090629622088,3.358448515547135,-4.8225457570657175
2024-07-01,32.962242126464844,34.61035423278809,0.2465753424657534,0.0657,0.2772642375962316,1.4904429765314369,2.212425110115891,0.4647267650182029,-0.535273234981797,0.0875634056363654,6.504286104057862,-5.177985713814086,-1.472721045208663,3.409642152652759,-4.896056979962137
2024-07-02,32.859840393066406,34.50283241271973,0.2465753424657534,0.0657,0.2772642375962316,1.4858127106732244,2.2055519075764245,0.4647267650182032,-0.5352732349817968,0.0878362811102623,6.48407964574051,-5.161899589861336,-1.4681458349646794,3.3990496309013447,-4.880846706351433
2024-07-03,32.28814697265625,33.90255432128907,0.2465753424657534,0.0657,0.2772642375962316,1.4599626353078872,2.1671798552824484,0.4647267650182029,-0.535273234981797,0.0893915089165083,6.371270039042984,-5.072093187972533,-1.442603126783144,3.3399131808641744,-4.795930044716023
2024-07-04,31.84444046020508,33.436662483215336,0.2465753424657534,0.0657,0.2772642375962316,1.439899702313621,2.13739828199315,0.4647267650182029,-0.535273234981797,0.0906370511239042,6.283715494296192,-5.002392044045985,-1.422778749658678,3.2940158046342547,-4.730023958624961
2024-07-05,32.01510238647461,33.61585750579834,0.2465753424657534,0.0657,0.2772642375962316,1.4476164671014615,2.148853107474096,0.4647267650182036,-0.5352732349817964,0.0901538949699908,6.317391419352136,-5.029201052144564,-1.4304037591913672,3.311669218362276,-4.755373281408277
2024-07-08,32.80011367797852,34.44011936187744,0.2465753424657534,0.0657,0.2772642375962316,1.4831120672317812,2.20154305151323,0.4647267650182032,-0.5352732349817968,0.0879962248405724,6.472294050528366,-5.152517216044907,-1.465477303196311,3.392871449070697,-4.871975179979704
2024-07-09,32.79158401489258,34.431163215637206,0.2465753424657534,0.0657,0.2772642375962316,1.482726384231526,2.200970540677353,0.4647267650182036,-0.5352732349817964,0.0880191141938401,6.47061093173841,-5.151177304960184,-1.4650962061129595,3.3919891335202528,-4.870708223796065
2024-07-10,32.48440170288086,34.108621788024905,0.2465753424657534,0.0657,0.2772642375962316,1.4688366215844315,2.180352469313437,0.4647267650182032,-0.5352732349817968,0.088851449517316,6.409996073205287,-5.102922528569956,-1.4513715980028712,3.360213935839037,-4.825080802667506
2024-07-11,32.70625686645508,34.34156970977784,0.2465753424657534,0.0657,0.2772642375962316,1.4788681743255283,2.1952433839792924,0.4647267650182029,-0.535273234981797,0.0882487467088913,6.453773721946927,-5.137773400155564,-1.4612838717835914,3.383162821251746,-4.858034129021666
2024-07-12,32.55266571044922,34.18029899597168,0.2465753424657534,0.0657,0.2772642375962316,1.471923293001984,2.1849343482973325,0.4647267650182032,-0.5352732349817968,0.0886651251137707,6.423466292680367,-5.113646011960452,-1.45442156772855,3.3672752224111413,-4.835220418457382
2024-07-15,32.851314544677734,34.49388027191162,0.2465753424657534,0.0657,0.2772642375962316,1.48542720016089,2.2049796527829635,0.4647267650182032,-0.5352732349817968,0.0878590771178544,6.482397279687042,-5.160560278021283,-1.467764908318304,3.398167709946405,-4.879580316785054
2024-07-16,32.76598358154297,34.40428276062012,0.2465753424657534,0.0657,0.2772642375962316,1.48156881776697,2.1992522400424868,0.4647267650182032,-0.5352732349817968,0.0880878845227028,6.465559317159071,-5.147155773971995,-1.463952403551961,3.389341003082397,-4.866905655393393
2024-07-17,32.93663787841797,34.583469772338866,0.2465753424657534,0.0657,0.2772642375962316,1.4892852375789634,2.210706553438605,0.4647267650182036,-0.5352732349817964,0.087631475582242,6.499233736742036,-5.173963583581229,-1.471577072210692,3.4069936276194035,-4.892253844942199
2024-07-18,32.87691116333008,34.52075672149658,0.2465753424657534,0.0657,0.2772642375962316,1.4865845941375184,2.2066976973754144,0.4647267650182032,-0.5352732349817968,0.0877906736330817,6.487448141529892,-5.164581209764799,-1.4689085404423228,3.400815445788753,-4.883382318570472
2024-07-19,33.013431549072266,34.66410312652588,0.2465753424657534,0.0657,0.2772642375962316,1.492757591996769,2.2158609432583845,0.4647267650182032,-0.5352732349817968,0.0874276330139586,6.514387075007071,-5.186026978056449,-1.4750081390197227,3.414937229741952,-4.903660416915715
2024-07-22,32.356407165527344,33.97422752380371,0.2465753424657534,0.0657,0.2772642375962316,1.4630491342375151,2.171761478223932,0.4647267650182032,-0.5352732349817968,0.0892029255052395,6.384739505781576,-5.08281607211836,-1.4456529260718465,3.3469740728407773,-4.806069093888643
2024-07-23,31.93829917907715,33.53521413803101,0.2465753424657534,0.0657,0.2772642375962316,1.4441436814638386,2.14369807754829,0.4647267650182032,-0.5352732349817968,0.0903706913702701,6.302236199245877,-5.017136159557664,-1.4269722662898876,3.303724629750959,-4.743965292891628
2024-07-24,32.19429016113281,33.80400466918945,0.2465753424657534,0.0657,0.2772642375962316,1.4557187424016345,2.1608801877485107,0.4647267650182032,-0.5352732349817968,0.0896521141965807,6.352749710461546,-5.057349372083192,-1.4384096953704275,3.330204553045229,-4.781988993757979
2024-07-25,32.1516227722168,33.75920391082764,0.2465753424657534,0.0657,0.2772642375962316,1.453789464960714,2.158016353357066,0.4647267650182032,-0.5352732349817968,0.0897710886461961,6.344330352829316,-5.050646820436214,-1.4365033577687667,3.325791002315473,-4.775651379753523
2024-07-26,32.117488861083984,33.72336330413818,0.2465753424657534,0.0657,0.2772642375962316,1.4522460430079764,2.155725285843907,0.4647267650182036,-0.5352732349817964,0.0898664958050621,6.337594866723532,-5.04528477911863,-1.4349782876874393,3.32226016173167,-4.770581288549954
2024-07-29,31.46900177001953,33.04245185852051,0.2465753424657534,0.0657,0.2772642375962316,1.4229236132248282,2.112198843730159,0.4647267650182032,-0.5352732349817968,0.0917183900238454,6.209631921760971,-4.943414982754606,-1.406004512696872,3.255180109571949,-4.6742580549410295
2024-07-30,31.272743225097656,32.83638038635254,0.2465753424657534,0.0657,0.2772642375962316,1.414049454460363,2.0990259736567545,0.4647267650182036,-0.5352732349817964,0.092293987682135,6.17090513486218,-4.912585042912514,-1.397235871040169,3.234878960001587,-4.645106730372287
2024-07-31,31.92123794555664,33.517299842834475,0.2465753424657534,0.0657,0.2772642375962316,1.4433722292193547,2.142552927855334,0.4647267650182032,-0.5352732349817968,0.0904189926132077,6.298869585297719,-5.0144560377658784,-1.4262099869046905,3.301959801352316,-4.741431097215728
2024-08-01,31.43486785888672,33.00661125183105,0.2465753424657534,0.0657,0.2772642375962316,1.4213801912720925,2.109907776217,0.4647267650182036,-0.5352732349817964,0.0918179834876504,6.202896435655187,-4.938052941437023,-1.4044794426155445,3.251649268988145,-4.66918796373746
2024-08-02,30.487728118896484,32.01211452484131,0.2465753424657534,0.0657,0.2772642375962316,1.3785536818421136,2.0463357735752083,0.4647267650182032,-0.5352732349817968,0.0946704249902699,6.01600175094946,-4.789268279767498,-1.3621621565982438,3.153676334697656,-4.52850426518361
